2025-08-15 00:15:21.615 | INFO     | project_demo.app_cron.AppCron:cron:37 - app_cron start
2025-08-15 00:15:24.641 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:24.641 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:27.624 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:27.624 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:30.624 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:30.624 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:33.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:33.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:36.631 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:36.631 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:39.627 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:39.627 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:42.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:42.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:45.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:45.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:48.628 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:48.628 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:51.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:51.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:54.620 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:54.620 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:57.625 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:15:57.625 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:15:58.321 | INFO     | project_demo.app_cron.AppCron:cron:37 - app_cron start
2025-08-15 00:16:00.628 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:00.629 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:01.327 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:01.327 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:03.625 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:03.625 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:04.329 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:04.329 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:06.641 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:06.641 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:07.329 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:07.329 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:09.623 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:09.623 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:10.328 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:10.328 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:12.629 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:12.629 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:13.329 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:13.329 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:15.629 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:15.630 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:16.328 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:16.328 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:18.631 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:18.631 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:19.325 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:19.325 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:21.629 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:21.629 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:22.325 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:22.325 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:24.629 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:24.629 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:25.335 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:25.335 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:27.630 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:27.630 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:28.326 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:28.326 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:30.626 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:30.626 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:31.336 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:31.336 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:33.621 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:33.622 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:34.332 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
2025-08-15 00:16:34.332 | INFO     | project_demo.app_cron.task.task_demo1:step2:8 - hello2
2025-08-15 00:16:36.627 | INFO     | project_demo.app_cron.task.task_demo1:step1:5 - hello1
